,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,
1,630.30280069893,530.1569461702537,395.19507684127774,337.7884493485393,628.6423806372312,531.5157887294129,
2,673.2207300570109,490.16565114989527,375.1569523851851,327.4544444081172,632.2483268287617,536.9302738013594,
5,672.5468952354189,489.83190625556216,374.951687125785,327.3654749598192,632.3919998252502,537.1012523071988,
27,673.6791899666375,489.4741717184245,373.7569281068594,324.3172563673782,636.3407901474786,534.5267307938839,
31,676.1763397749914,490.9685291888607,372.145272586801,322.9837082103079,636.3484191544645,534.9113259831001,
40,675.6016064563372,490.6829322454206,371.98122537540127,322.915909417631,636.4716855950005,535.0559078832937,
41,674.8401346139801,489.8771661830982,374.31349603340703,320.5403279810652,654.7687783216036,520.0640478645412,
176,674.837960834306,489.88820085185563,374.378035408964,320.6091973808325,655.0053640723493,520.2847830303431,
187,678.7460596315709,491.5555505384457,371.65116527126463,313.2760829021282,658.9830375981774,498.14387334341063,
195,677.7914483674801,490.33030466506085,371.4057832677796,312.6479845684907,668.4730693884512,500.94053722839016,
197,677.4122917916668,491.0084174131995,371.31810281411276,312.89291369733166,668.4633655290245,500.99275830135815,
198,677.4122913672173,491.0084178242254,371.3181026919756,312.89291383862474,668.4633654985647,500.9927583197765,
202,677.412291367234,491.0084178242093,371.31810269198036,312.89291383861917,668.463365498566,500.9927583197757,
248,677.383357227134,491.06779403537536,371.3009695435744,312.92206255219,668.4450093108719,500.99999420282023,
249,677.3833566526662,491.0677946293138,371.30096937055896,312.92206276487997,668.4450092548136,500.99999423430745,
250,677.3833566525631,491.06779462942035,371.3009693705279,312.92206276491805,668.4450092548036,500.9999942343131,
260,676.8622684069496,492.0418218756003,371.15792835502793,313.21968984402093,668.4246869156859,501.0501671165373,
265,676.8863195691099,492.0184128734633,371.16543638616315,313.21241522636666,668.426854322763,501.049503349365,
285,678.1711654363855,491.37565068965523,368.497036272993,315.9059200644231,665.3547799388716,500.5390523512466,
300,678.1711674308318,491.3756487484602,368.49703689559755,315.90591946117434,665.3547801186043,500.5390522962035,
309,682.7378147391307,491.1856781893155,350.6434244322133,320.6982895609624,685.665958415614,486.45056218983774,
310,682.7380941650013,491.18539828504464,350.6434580371978,320.6982949822141,685.6657305469413,486.4507638506775,
311,682.7380941695722,491.1853982804673,350.6434580377525,320.6982949822938,685.6657305432378,486.45076385395464,
312,682.7380941695939,491.1853982804457,350.6434580377551,320.69829498229416,685.6657305432203,486.4507638539701,
318,682.7436635925238,491.1796541870977,350.64354765853574,320.69945392847694,685.6583840365038,486.45729602181086,
319,683.6559767663888,491.28677423804976,347.80359669625057,320.62710532228033,686.4582697781209,486.73101298401815,
337,683.7395309032335,491.8740650401574,347.6274238287707,318.57612975940907,685.9610500573108,488.5698364393989,
338,685.1225424756784,491.555021688602,346.4630532806632,318.11630434665443,686.1792704024423,488.8588207357533,
341,685.1589501740298,491.5121691922079,346.45701455595605,318.132866704351,686.101569509795,488.9430243210131,
345,685.4018435387096,491.8287283896815,345.54002952370865,317.06210418963485,685.7299921493176,490.7281655637238,
388,685.420287968514,491.8063185756651,345.52584153629545,317.08241926568206,685.6469039843757,490.816500788439,
657,685.4193504440492,491.80712393198513,345.5251496956146,317.08331436323965,685.6449500008418,490.818587728973,
665,685.4149651691212,491.81124519383593,345.523411859116,317.0854571654549,685.6423602546328,490.82137522571907,
931,685.4147946418944,491.8114104393211,345.5233653668531,317.08551172441344,685.6423517313593,490.8213854695636,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,
1,484.8355658235504,345.2702794094281,654.2754570154658,515.8607112323899,345.09189303469816,281.966764554817,
7,484.77078441282697,335.8343917134204,673.4361860319252,504.567573810131,345.6762252197019,280.3536994930987,
21,484.95840485972684,337.1780790499445,672.9511751419127,505.26716037813674,344.40586406050875,279.93911890192794,
25,484.74137530144606,337.108306073564,673.156686889493,505.43091368627864,344.53927422827826,280.03481043935705,
29,486.37678751744875,336.3435474412454,672.7005877716031,505.53981251179994,343.8963923470783,279.40754813095356,
36,486.37866920017876,336.3970044976088,672.7638884697842,505.6815722312655,343.905772925881,279.4693205087914,
44,480.5838295917376,339.85702112970836,700.3402890843278,483.5748186412235,313.3226269874877,295.16275377899683,
45,480.37463968123234,340.4800219854359,700.0001803916607,484.5464098963213,312.0903981931122,295.4091640778209,
48,479.8295851538638,340.6408319740168,700.2381494466392,485.20131773990823,311.4569352490708,295.2133623138709,
50,479.34591639381773,340.60767855428065,699.7576697754718,485.4733371716717,311.40055861002133,296.15413841207953,
54,478.8643577772439,339.8286729534267,699.1019052567707,486.60383581502765,311.9680979186228,296.3334806224069,
57,478.8673060755626,339.8400514162699,699.1502028183236,486.6117848858763,311.9237816045383,296.2310110455315,
58,475.99027279943044,325.4479222587513,698.47980910578,495.5448849205121,319.4396667052985,290.6960207205952,
61,476.01352967803814,325.4423905295156,698.4646172212422,495.5081507059706,319.46159759098913,290.698123225407,
64,478.8715494313731,323.8077720831301,700.148586487637,492.2101346538158,319.11049563573323,291.9921141602338,
67,477.47863743285706,323.75527599853,699.63499393118,493.35500341553154,318.2784225505051,292.8699635879941,
71,481.72776807284316,327.2143976322319,697.912219787516,493.48670595981065,316.6274547894314,292.2504158699724,
73,480.6371199277786,328.6285657131388,696.978856569358,496.1664586198338,313.82197498042626,292.58639585629624,
114,481.42931836812795,327.37574953701346,696.5369942162091,495.3534639244656,317.1722254880613,291.3772574786582,
115,482.22710468949435,327.86870474469845,696.249981418038,495.43730753532583,316.82245905458836,291.36620320004613,
121,482.28246893479707,328.14819011119386,696.0520075445805,495.7049658994305,316.4171247379298,291.3911451428899,
122,482.2701022277093,327.48081397093443,695.3035975414504,496.99794298833956,314.9289930901897,293.25572043645735,
123,487.10735429137134,319.9384993819908,697.4030946586698,497.43793969775135,310.37917176783697,294.32962638741054,
127,486.7159220415096,320.6697892418403,697.787455209623,495.6267502141356,310.9550844125348,295.2984920365493,
130,486.7157352859813,320.6762458285435,696.9229632678847,496.6017205237848,312.1474826911865,294.6077186422509,
135,486.6791276300339,320.68973424437604,696.9543397860655,496.6432391526114,312.05903876696624,294.50404136599604,
144,486.5179092700341,320.93513995355613,696.8119817923737,497.1212497296808,311.4976836353464,294.5691111545532,
148,486.1481051405449,321.490409937041,696.1338790284534,498.16868755294036,310.2824476359583,295.18886225474864,
156,486.8077817970074,320.9870729958621,696.695668551242,496.9990230611693,311.51015699211626,294.53745107247863,
178,486.85384107906987,321.1308388426339,696.5294112868744,496.7957207630027,311.4638415461691,295.1285651350302,
183,486.67761733965546,321.1406219851055,696.9053400124681,497.02943744410607,311.24648448189646,294.6853008181111,
185,486.7307697738535,321.23817376134247,696.7648571623272,497.07423982465184,311.0789362758726,294.6824978935606,
190,486.7089244176576,321.41675206890864,696.5149210879428,497.30358433275035,310.7202425220416,294.8120565071881,
208,487.6834201876262,321.76771725677605,695.9792082999788,497.3615309763489,310.37922721806336,295.1964625419981,
211,487.65479384982956,321.97638520270493,695.4973622730292,497.7142429907543,310.00240920049,295.7890054471279,
224,487.3476819075755,322.6556953070618,695.3239966101152,499.1414795103655,308.400127023325,295.80467077065555,
228,487.26148619956354,322.7540651085093,695.5146364906165,498.84595949293686,308.7127951981252,295.4583864995122,
239,487.2229378659117,322.7926390755644,695.6903705491791,498.95852561149576,308.5709690110652,295.1959255447965,
345,487.3156765454927,322.62974925632244,695.7724056444301,498.60980517873065,308.9837812025442,295.1711337468024,
439,487.27733517080225,322.64083895049856,695.7504294424322,498.6475613308188,308.89749243484147,295.1323797168163,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,
1,475.3214260660795,513.0807028491279,342.1574075805821,491.34131386183503,409.6468111113137,582.8103165163272,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,
1,473.0374007845481,511.8854100415875,344.5183112704576,501.1303037380487,400.49519882244783,588.2053883232167,
3,473.10688565370486,512.057022829257,344.5137865790458,501.16047440026693,400.4614808533962,588.1756195641192,
8,473.22438687625976,512.2498794783162,344.5312426023032,501.2037902781495,400.441682043808,588.1582314624932,
13,474.7488644065063,514.4877594614893,337.6229328301933,498.63619233610933,400.9612200568712,590.2668469883203,
15,473.04595705182055,516.400859007501,339.1680948187709,497.20242154002074,397.9587288353465,593.1857248247368,
20,472.6198680457152,517.0333925183996,338.85316843462755,497.27421887832173,397.9977201560904,593.2946306546771,
21,474.1081150223497,514.1891520675299,334.79960287608674,505.4886450568966,394.64613568839184,595.2139535768971,
34,474.5292287140986,513.5103166799627,336.08049401482566,505.6961114771761,393.7336228419474,595.6462710754582,
37,474.1234347955798,513.3697793889414,337.111588338813,507.38266326163307,392.65538876080836,596.2506343860167,
39,475.3432829578515,512.278535709014,336.7485365591468,506.49773547877294,392.9273184704912,596.5853430901448,
41,477.45550029646546,510.1730797499857,336.77306587216844,505.8766731575557,393.0720771031837,596.637764780502,
42,477.46557599429565,510.1594117377716,336.77856100442006,505.87444237762173,393.0724641371871,596.6366590647067,
43,477.46567297856734,510.15928017544894,336.77861389816576,505.8744209051073,393.0724678626076,596.6366484215689,
45,477.4284367499367,510.2097923321562,336.75830582577953,505.8826650816445,393.0710375213165,596.6407347575077,
48,477.5466322942195,510.29631936912733,336.78681090616334,505.90170692548264,393.046117497914,596.6130562993075,
59,477.3160054198067,510.36648717005943,336.70010063835286,505.91223824422957,393.0786134875891,596.6656082098309,
63,477.40311783811296,509.83893497643277,335.3190097774844,505.8814913162874,390.79791879640015,605.9405347922356,
64,477.40456846224987,509.83696161826936,335.3198079705664,505.88117259286935,390.797990960539,605.9403700056979,
65,479.7091198436711,511.03232414300055,329.3118817893743,506.0664050354544,389.8881879139776,608.1274539053934,
73,479.6806488562513,511.0091726767535,329.3128972199214,506.06901317538865,389.918070311969,608.1607187167822,
78,482.5102327444742,509.8615373112872,324.42299120757554,496.51061732933323,370.2659902532662,649.7193159935065,
88,482.4322342118623,509.88564131438545,324.45474794693934,496.6695261539193,370.2649976395113,649.7550141249042,
95,482.40166298783026,509.86330146734656,324.440896100082,496.6605352518446,370.24070294038916,649.7204634839029,
114,496.2264862044177,494.52988246005606,315.0608347907301,505.6349972133845,368.3401379628709,650.9352453742758,
116,496.95069258987786,497.3894346620211,310.80862852236066,499.3223524148416,369.1447991945513,652.6313253437116,
118,497.115434239674,497.2441839116838,310.80271406950834,499.2521760536211,369.1406544545473,652.622306416386,
123,498.1795214967054,496.1777509248729,310.7975558205652,498.80482465476706,369.2804568594322,652.8236727236185,
157,496.807383301031,497.1412627573985,312.66155419558777,498.8933731309393,367.25040617011837,654.2825152037284,
159,496.80738318352473,497.14126288455714,312.66155419917897,498.89337318614236,367.2504061610399,654.2825151904136,
165,496.5593619752578,498.08062230225664,313.3742340591527,496.350559970538,366.49158114007116,655.1624862215162,
169,496.7620498427255,497.8751452847059,313.3683144423892,496.25894820084596,366.5018282414843,655.1766278246599,
177,497.19374944709074,497.8432782679833,313.4215510368573,496.22879526334367,366.53935110987425,655.2228233541178,
186,498.0012488984678,496.78837078237086,304.91720903849273,502.89678415581943,363.7024857647697,657.2994927470546,
190,498.0012487510499,496.7883709422865,304.91720904307493,502.8967842252468,363.70248575343703,657.2994927304317,
194,498.0012481545868,496.78837158931776,304.9172090616151,502.8967845061551,363.70248570758463,657.2994926631744,
197,498.4640272180687,496.1440606897881,304.9157452103117,502.65794584958235,363.8410627693105,657.5170312180702,
202,499.0405556692181,496.19544961798744,302.1479557589259,502.7918101797229,356.9192482461963,665.7051840665903,
208,498.661191463621,496.69462207461333,302.20001055758956,503.11331031797664,356.69904499655377,665.5667485481629,
222,498.63209533014174,496.91313919837495,302.2343048575937,503.20822141536536,356.7051603377205,665.5769671607322,
228,498.48042310826816,496.84464046702834,302.20563037357596,503.1898058350229,356.69670022367086,665.5708536827332,
268,498.7764457369304,496.5136607471258,302.20336096749577,503.0520109559452,356.7636856653942,665.6738226647,
